School,Gender,Age,Housing Type,Family Size,Parents' Situation,Mother's Education,Father's Education,Mother's Occupation,Father's Occupation,Reason for Choosing School,Legal Guardian,Commute Time to School,Weekly Study Time,Extra Educational Support,Parental Educational Support,Private Lessons,Extracurricular Activities,Attended Preschool,Plans to Pursue Higher Education,Has Internet Access,Dating,Good Family Relationships,Free Time After School,Time with Friends,Alcohol Consumption on Weekdays,Alcohol Consumption on Weekends,Health Status,School Absences,Grade for the 1st Semester,Grade for the 2nd Semester
1,Male,17,1,1,0,2,1,3,4,Reputation,Mother,3,Up to 2h,0,1,0,1,Yes,0,0,1,5,5,3,1,1,3,2,9,10
1,Male,15,1,0,0,1,1,3,4,Reputation,Mother,2,Up to 2h,0,1,0,0,Yes,0,0,1,5,2,1,1,3,4,0,9,10
1,Male,16,1,1,0,2,2,4,4,Reputation,Father,3,2 to 5h,0,1,0,0,Yes,0,1,0,3,4,5,1,2,1,1,9,10
1,Male,16,0,0,1,2,2,4,4,Course Preference,Mother,1,Up to 2h,0,1,0,0,Yes,0,0,0,4,3,4,1,2,1,6,7,7
1,Male,17,1,1,0,2,2,3,4,Reputation,Mother,2,2 to 5h,0,1,0,0,Yes,1,1,0,4,3,5,1,2,4,0,11,10
1,Male,16,0,1,0,2,2,4,2,Reputation,Father,1,Up to 2h,0,1,1,1,No,1,1,0,4,4,3,1,4,3,1,9,10
1,Male,18,1,0,1,3,2,4,4,Reputation,None,2,5 to 10h,0,1,0,0,No,0,0,1,3,3,2,1,1,2,6,7,9
1,Male,19,0,1,0,1,1,3,2,Reputation,Mother,1,5 to 10h,0,0,0,1,Yes,0,0,1,5,3,1,1,1,3,6,7,9
1,Female,18,1,1,0,1,1,4,4,Course Preference,Mother,2,Up to 2h,0,0,0,1,Yes,0,1,0,4,4,3,3,4,4,0,8,9
1,Male,18,1,1,0,1,1,3,3,Reputation,Mother,2,Up to 2h,0,0,0,0,No,0,1,1,3,2,3,1,1,2,4,9,11
1,Male,19,0,1,0,1,1,4,4,Reputation,None,2,2 to 5h,0,1,0,0,Yes,1,1,1,1,1,4,4,1,1,12,7,8
1,Male,16,1,1,1,2,2,1,4,Reputation,Mother,1,2 to 5h,0,0,0,0,No,1,0,1,3,3,2,1,1,3,2,8,10
1,Male,17,0,1,0,0,1,4,3,Reputation,Father,2,Up to 2h,0,0,0,1,No,1,0,0,2,4,4,3,5,5,5,9,9
1,Male,16,1,0,0,1,2,3,4,Reputation,Mother,1,2 to 5h,0,0,0,1,Yes,0,1,0,4,4,5,1,3,3,0,8,9
1,Male,16,0,1,0,3,3,4,4,Near Home,Mother,1,Up to 2h,0,0,0,1,Yes,0,1,1,4,5,4,1,1,4,0,14,13
1,Male,16,1,0,0,1,1,2,2,Course Preference,Mother,1,Up to 2h,0,1,0,1,Yes,1,1,1,4,4,4,2,2,4,2,14,14
1,Female,17,0,1,0,3,3,2,3,Reputation,Mother,2,More than 10h,0,1,1,1,Yes,1,0,0,5,4,5,3,4,5,0,10,11
1,Male,16,0,1,0,2,1,4,2,Reputation,Mother,1,2 to 5h,0,1,0,1,Yes,1,1,0,5,3,3,1,1,1,0,14,13
1,Male,16,0,1,0,2,2,2,4,Reputation,Mother,1,Up to 2h,0,1,1,1,Yes,1,0,1,4,2,5,1,2,5,0,17,16
1,Female,17,0,1,0,1,2,4,4,Reputation,Father,1,Up to 2h,0,1,0,1,Yes,0,1,1,5,3,5,5,5,1,12,6,7
1,Female,16,0,0,0,4,3,4,4,Reputation,Father,1,Up to 2h,0,0,0,1,Yes,1,1,0,4,2,5,1,5,5,8,14,12
1,Female,17,1,0,0,2,2,2,2,Other,Mother,3,More than 10h,0,1,0,0,Yes,1,0,0,1,3,5,3,5,3,2,10,8
1,Male,16,0,1,0,1,1,4,4,Reputation,None,1,More than 10h,1,1,0,1,Yes,1,1,0,2,2,1,1,1,5,0,14,14
1,Male,19,0,0,0,2,2,4,4,Course Preference,Mother,1,5 to 10h,0,0,0,0,Yes,1,1,1,5,4,5,1,1,1,0,12,13
1,Male,17,1,1,0,1,1,3,4,Near Home,Mother,2,Up to 2h,0,1,0,1,No,1,1,1,4,4,5,1,2,5,0,11,11
1,Male,20,0,1,0,3,3,3,2,Other,Mother,2,2 to 5h,0,0,0,1,Yes,1,1,1,3,3,4,2,4,3,8,11,9
1,Male,17,0,0,0,1,1,4,2,Reputation,Father,1,5 to 10h,0,1,0,0,Yes,1,0,1,4,3,3,1,1,3,0,11,11
1,Female,17,1,1,0,2,2,4,4,Reputation,Mother,3,Up to 2h,0,1,0,0,No,1,1,0,4,4,5,1,2,5,0,10,9
1,Male,16,1,0,0,1,1,3,4,Reputation,Father,3,2 to 5h,0,1,0,0,Yes,1,0,0,5,3,2,1,1,1,0,16,17
1,Male,17,1,1,0,2,2,4,4,Near Home,Mother,2,2 to 5h,0,1,0,1,Yes,1,0,0,5,3,2,1,1,1,0,15,17
1,Male,17,0,1,1,1,0,4,4,Other,Mother,2,2 to 5h,0,0,0,0,Yes,1,1,1,4,4,5,1,1,4,1,11,9
1,Male,18,1,1,0,1,1,3,4,Other,Mother,1,2 to 5h,0,1,0,0,Yes,1,1,1,4,3,2,1,1,5,9,7,7
1,Male,16,0,1,0,3,1,4,4,Reputation,Mother,1,Up to 2h,0,0,0,1,Yes,1,1,0,3,1,3,1,3,1,0,8,6
1,Male,16,0,1,0,3,2,2,3,Reputation,Mother,1,Up to 2h,0,0,0,0,Yes,1,1,0,3,1,3,1,4,3,2,7,6
1,Male,18,0,0,0,1,1,4,3,Near Home,Mother,2,2 to 5h,1,0,0,0,Yes,1,0,0,2,3,5,1,4,3,8,9,8
1,Male,16,1,1,0,4,4,1,0,Near Home,Father,1,2 to 5h,0,0,0,1,No,1,1,1,4,3,3,2,3,2,0,14,16
1,Male,16,1,0,0,1,2,4,4,Near Home,Mother,2,Up to 2h,0,0,0,1,Yes,1,1,0,5,4,5,1,4,2,0,14,14
1,Male,18,0,1,1,2,4,4,2,Near Home,Father,1,2 to 5h,0,1,0,0,Yes,1,1,0,2,3,2,1,3,1,8,8,5
1,Female,16,1,1,0,2,1,4,2,Near Home,Mother,2,2 to 5h,0,0,0,1,Yes,1,1,0,5,2,1,1,1,2,0,8,7
1,Male,16,0,0,0,1,1,3,4,Other,Mother,3,2 to 5h,0,1,0,0,Yes,1,1,0,4,3,2,1,3,5,6,6,8
1,Male,16,1,1,0,2,3,3,2,Other,Mother,2,2 to 5h,0,1,0,1,Yes,1,1,0,3,3,3,1,1,2,0,8,10
1,Male,16,0,1,0,4,4,1,1,Reputation,Mother,1,2 to 5h,0,1,0,0,Yes,1,1,1,4,3,4,1,2,3,4,8,8
1,Female,18,0,0,0,4,4,3,1,Course Preference,Mother,1,More than 10h,0,1,0,1,Yes,0,1,1,5,5,5,5,5,5,2,5,6
1,Male,16,1,0,0,3,4,3,4,Other,Mother,3,2 to 5h,0,1,0,0,No,1,0,0,4,2,1,1,1,2,2,7,9
1,Female,17,0,0,0,4,4,4,2,Course Preference,Mother,1,5 to 10h,0,1,0,0,Yes,1,1,0,4,4,3,1,2,5,0,15,14
1,Male,17,1,1,0,4,1,4,4,Other,Mother,1,Up to 2h,0,0,0,0,Yes,1,1,1,4,2,3,1,2,5,1,13,14
1,Female,16,0,0,0,2,2,2,2,Other,Mother,4,5 to 10h,0,0,0,0,Yes,1,0,0,5,1,3,2,2,3,0,10,9
1,Male,17,1,1,0,2,2,3,4,Other,Mother,1,Up to 2h,0,1,1,0,Yes,1,1,0,5,1,3,1,2,5,5,9,9
1,Male,16,0,0,0,4,4,2,2,Other,Father,2,Up to 2h,0,1,0,0,Yes,1,0,0,5,1,3,1,2,5,1,11,11
1,Female,17,0,1,0,3,3,2,2,Course Preference,Mother,1,Up to 2h,0,1,0,1,Yes,1,1,0,4,1,4,5,5,3,8,7,10
1,Female,17,0,1,0,1,1,3,2,Other,Mother,3,2 to 5h,0,0,0,0,Yes,1,1,1,5,1,3,3,3,1,0,10,10
1,Female,16,0,1,0,2,1,1,2,Other,Mother,2,2 to 5h,0,0,0,0,No,1,1,1,4,2,2,1,4,5,2,9,7
1,Male,16,0,0,0,2,1,4,2,Other,Mother,1,2 to 5h,0,0,0,0,Yes,1,1,1,3,2,2,1,1,3,0,14,15
1,Female,16,0,0,0,4,4,0,1,Other,Father,1,Up to 2h,0,1,0,0,Yes,1,1,0,4,1,2,2,5,5,0,11,12
1,Female,15,1,1,0,1,2,4,2,Reputation,Mother,3,2 to 5h,0,1,0,1,Yes,1,0,0,5,5,5,1,3,5,11,9,11
1,Female,15,0,0,1,2,2,4,4,Near Home,Mother,3,More than 10h,0,1,0,1,Yes,1,0,0,5,4,5,2,3,5,8,13,14
1,Female,15,0,0,1,2,1,2,2,Reputation,Mother,1,Up to 2h,0,0,0,1,Yes,1,1,0,4,3,3,1,2,5,11,12,13
1,Male,16,1,0,0,2,2,4,4,Reputation,Mother,1,5 to 10h,0,1,0,0,No,1,0,1,4,3,3,2,2,5,2,11,11
1,Male,16,0,0,0,4,1,4,4,Course Preference,Mother,2,2 to 5h,0,1,0,1,Yes,1,1,0,1,2,4,2,2,1,8,9,10
1,Male,17,0,1,0,3,2,3,4,Course Preference,Mother,2,Up to 2h,0,0,0,0,Yes,1,0,1,4,3,3,2,2,1,5,9,11
1,Male,17,1,1,0,2,2,4,4,Other,Mother,2,2 to 5h,1,0,1,0,Yes,1,0,0,5,1,3,1,1,5,0,11,9
1,Male,16,0,1,0,4,4,0,2,Reputation,Mother,2,5 to 10h,0,1,0,0,Yes,1,1,1,5,3,5,1,4,5,1,10,11
1,Female,17,1,1,0,4,4,1,4,Reputation,Father,3,Up to 2h,0,0,0,1,Yes,1,1,1,3,3,3,1,3,5,2,9,9
1,Female,17,1,0,0,1,3,4,4,Reputation,Father,2,Up to 2h,0,0,0,1,Yes,1,0,1,5,1,2,3,3,5,2,12,11
1,Female,17,0,1,0,3,4,2,4,Other,Mother,1,2 to 5h,0,1,0,1,No,1,1,1,5,4,4,3,4,5,8,8,9
1,Male,17,0,1,0,4,4,1,1,Reputation,Father,1,2 to 5h,0,1,0,0,Yes,1,1,0,5,2,5,1,1,5,0,13,15
1,Female,16,1,0,0,4,1,4,3,Other,Father,1,Up to 2h,0,0,0,0,Yes,1,1,0,4,1,2,2,1,2,0,10,11
1,Male,17,0,1,1,1,1,3,3,Other,Mother,1,2 to 5h,0,0,0,1,Yes,1,1,1,4,5,5,1,2,3,2,11,10
1,Male,17,1,1,0,4,2,4,4,Reputation,Mother,2,2 to 5h,1,1,0,0,No,1,1,0,4,3,3,2,3,5,0,17,18
1,Female,16,0,0,1,2,2,4,2,Reputation,Father,2,2 to 5h,0,1,0,0,No,1,1,1,4,1,2,2,2,5,0,12,13
1,Female,17,0,1,0,3,2,4,4,Other,Father,2,2 to 5h,0,1,1,0,Yes,1,1,0,4,1,2,2,2,1,0,13,14
1,Female,19,0,1,0,1,1,4,4,Other,Mother,1,2 to 5h,0,1,0,1,Yes,0,1,0,4,4,3,3,4,4,2,9,9
1,Female,17,0,0,1,1,0,4,4,Course Preference,Mother,1,Up to 2h,0,0,0,0,Yes,1,0,1,4,1,2,1,1,5,4,11,11
1,Male,17,1,1,0,1,1,3,3,Reputation,Father,2,Up to 2h,0,1,0,1,Yes,0,1,1,3,5,5,2,2,4,3,10,11
1,Male,16,1,1,0,1,2,4,4,Course Preference,Father,1,5 to 10h,1,1,0,0,No,1,1,1,4,3,4,1,1,3,5,13,14
1,Female,16,1,0,0,1,2,4,3,Reputation,Mother,1,Up to 2h,0,0,0,0,Yes,1,0,0,4,4,4,2,4,5,4,9,10
1,Male,17,1,1,0,3,1,4,4,Reputation,Mother,2,2 to 5h,0,1,0,1,No,1,1,1,5,4,4,1,1,5,2,7,9
1,Female,17,1,1,0,2,2,4,4,Reputation,Mother,2,Up to 2h,0,0,0,1,Yes,0,0,1,5,5,5,3,5,5,0,8,13
1,Female,18,1,1,0,1,0,3,3,Reputation,None,3,Up to 2h,1,1,0,0,Yes,1,0,0,4,3,2,1,1,4,0,12,12
1,Female,17,1,1,0,1,1,4,2,Reputation,Mother,2,Up to 2h,0,1,0,1,No,1,1,1,4,5,5,1,3,2,0,10,9
1,Female,18,0,0,0,1,1,3,3,Reputation,Mother,2,2 to 5h,0,1,0,1,Yes,1,0,0,4,3,3,1,4,5,6,10,9
1,Male,16,1,0,0,2,2,4,2,Reputation,Father,1,2 to 5h,0,0,0,1,Yes,1,0,1,5,4,3,1,1,1,0,11,13
1,Female,17,0,1,0,2,2,4,4,Reputation,Mother,1,Up to 2h,0,0,0,1,Yes,1,0,1,1,2,1,2,3,5,0,7,0
1,Female,16,1,1,0,3,2,2,4,Reputation,Father,2,Up to 2h,0,0,0,0,Yes,1,1,0,4,5,5,2,3,5,2,11,9
1,Female,16,1,0,0,1,1,3,4,Reputation,Mother,2,Up to 2h,0,0,0,1,Yes,1,1,0,4,5,5,2,4,5,0,10,10
1,Female,18,1,1,0,1,1,2,4,Reputation,None,2,Up to 2h,0,1,0,0,Yes,0,1,1,5,3,3,2,3,5,2,9,7
1,Female,18,1,1,0,3,2,2,4,Reputation,Mother,1,Up to 2h,0,0,0,0,Yes,0,1,0,2,3,1,2,2,5,0,4,0
1,Female,19,0,1,0,3,2,3,2,Reputation,Mother,2,Up to 2h,0,0,0,1,Yes,1,0,0,3,2,1,1,1,3,4,6,11
1,Female,18,0,1,0,3,3,3,3,Reputation,Mother,1,2 to 5h,0,1,0,1,Yes,0,1,0,4,4,5,1,3,3,9,4,8
1,Female,16,1,1,0,2,2,2,2,Reputation,Mother,2,Up to 2h,0,1,0,1,Yes,1,1,1,5,4,3,2,4,4,6,7,8
1,Female,19,0,1,0,2,1,3,4,Reputation,None,2,Up to 2h,0,0,0,1,No,0,1,1,4,4,3,1,3,5,4,8,9
1,Male,16,0,1,1,3,2,2,3,Reputation,Mother,2,2 to 5h,0,1,0,1,Yes,1,0,1,2,5,5,1,1,1,8,5,5
1,Male,17,0,1,0,1,1,4,3,Reputation,Mother,1,Up to 2h,0,1,0,1,Yes,1,0,0,4,3,2,1,2,5,9,7,9
1,Female,20,1,1,0,1,1,4,4,Reputation,None,2,Up to 2h,0,1,0,0,Yes,0,1,1,4,4,3,2,4,4,12,8,11
1,Male,18,1,1,1,4,3,2,2,Reputation,Mother,1,Up to 2h,0,1,0,0,Yes,1,1,0,5,4,4,3,4,2,8,10,11
1,Female,18,1,1,0,3,2,4,4,Reputation,Mother,2,Up to 2h,0,1,0,0,No,1,1,0,2,5,5,5,5,5,8,9,10
1,Female,19,1,1,0,1,1,4,2,Course Preference,None,3,2 to 5h,0,0,0,0,Yes,1,1,0,5,4,4,3,3,2,8,10,9
1,Female,17,0,1,0,3,3,1,4,Reputation,Mother,2,2 to 5h,0,1,0,0,Yes,1,1,0,4,5,4,2,3,3,4,8,9
1,Female,18,0,0,0,1,3,3,2,Reputation,Mother,1,Up to 2h,0,0,0,0,Yes,0,1,1,4,3,3,2,3,3,0,9,10
1,Female,19,1,1,0,1,1,4,4,Course Preference,None,3,Up to 2h,0,1,0,0,Yes,1,1,0,4,4,4,3,3,5,4,8,9
1,Male,18,0,1,1,1,2,3,4,Reputation,Mother,2,2 to 5h,0,1,0,0,Yes,1,0,0,4,3,3,1,1,5,2,6,8
1,Male,19,0,0,1,1,1,3,4,Reputation,Mother,1,Up to 2h,0,1,0,0,Yes,0,0,0,1,4,4,1,1,5,0,6,8
1,Male,18,1,1,0,2,2,4,4,Other,Mother,2,Up to 2h,0,0,0,0,Yes,0,1,1,5,5,5,1,1,3,0,8,6
1,Male,17,1,1,0,0,0,3,4,Reputation,Mother,2,Up to 2h,0,1,0,0,Yes,1,1,0,4,4,3,1,1,5,0,10,11
1,Male,17,1,0,1,3,1,4,3,Reputation,None,2,5 to 10h,0,1,1,0,Yes,0,0,0,4,2,3,2,2,3,5,8,7
1,Male,17,0,1,0,4,2,0,2,Course Preference,Mother,1,2 to 5h,1,1,0,1,Yes,1,1,0,5,5,5,1,3,5,0,8,8
1,Male,18,1,0,0,2,2,2,2,Reputation,Mother,1,2 to 5h,0,1,0,1,Yes,1,1,0,2,3,3,1,2,4,3,7,6
1,Male,17,0,1,0,4,1,1,3,Reputation,Mother,1,Up to 2h,0,1,0,0,Yes,1,0,1,3,2,2,1,1,5,0,8,10
1,Male,17,0,0,0,1,2,3,4,Reputation,Father,1,Up to 2h,0,0,0,0,Yes,1,1,0,5,5,1,1,1,3,0,7,10
1,Male,18,0,1,0,1,1,4,4,Reputation,Mother,3,2 to 5h,0,0,0,1,Yes,1,0,1,3,4,4,2,2,5,3,7,8
1,Male,18,0,1,0,2,2,2,3,Near Home,Father,2,2 to 5h,0,0,0,1,No,1,1,0,4,3,5,1,1,1,2,12,13
1,Male,17,0,1,0,3,3,2,2,Reputation,Mother,2,Up to 2h,0,1,0,0,Yes,1,1,0,4,4,3,1,1,4,0,11,12
1,Male,18,0,0,1,1,2,3,4,Near Home,Mother,2,2 to 5h,0,0,0,0,Yes,1,1,0,4,4,3,1,2,4,0,12,13
1,Male,18,0,1,0,4,4,0,0,Near Home,Mother,2,2 to 5h,0,0,0,1,No,1,1,0,4,3,5,1,2,1,0,18,18
1,Female,18,0,0,0,4,4,2,4,Near Home,Mother,1,Up to 2h,0,1,0,1,Yes,1,1,0,5,4,5,1,1,5,3,17,17
1,Male,17,0,1,0,4,2,4,4,Reputation,Mother,2,2 to 5h,0,1,0,0,Yes,1,1,0,4,3,3,1,2,4,0,17,18
1,Male,18,1,1,0,2,2,3,4,Reputation,Mother,3,2 to 5h,0,0,0,1,Yes,1,0,1,4,3,3,1,1,4,0,9,0
1,Female,18,0,0,0,1,2,3,2,Course Preference,Mother,2,Up to 2h,0,1,0,0,No,1,0,0,4,1,4,5,5,1,8,10,11
1,Female,18,1,1,0,4,4,3,2,Other,Mother,3,Up to 2h,0,1,1,1,Yes,1,1,1,2,5,5,1,1,1,5,12,13
1,Female,17,1,1,0,1,1,4,2,Other,Father,3,Up to 2h,0,0,0,0,No,0,0,0,4,2,3,3,4,4,4,12,13
1,Male,18,0,1,0,2,2,4,4,Reputation,Mother,2,2 to 5h,0,1,0,0,No,1,1,1,1,3,1,1,1,2,4,8,8
1,Male,18,0,0,0,2,2,2,2,Reputation,Father,2,5 to 10h,0,0,0,0,Yes,1,1,1,5,4,5,1,4,3,0,11,12
1,Male,18,1,0,1,4,2,0,4,Near Home,Mother,1,2 to 5h,0,0,0,1,Yes,1,1,1,5,3,1,1,1,5,0,5,0
1,Male,18,0,1,0,1,1,3,2,Reputation,Mother,3,2 to 5h,0,0,0,0,Yes,0,0,0,4,4,2,1,2,2,2,9,10
1,Male,19,0,1,0,1,1,3,2,Other,Father,2,Up to 2h,0,0,0,0,Yes,0,0,0,5,5,5,2,3,2,0,5,0
1,Male,17,0,1,0,4,2,0,4,Reputation,Father,2,More than 10h,0,0,0,0,Yes,1,1,1,4,2,3,3,1,5,0,18,18
1,Male,17,1,0,1,2,1,2,4,Near Home,Mother,2,2 to 5h,0,0,0,1,Yes,1,1,1,5,3,3,1,2,2,5,11,11
1,Male,18,0,0,1,1,1,3,2,Reputation,Mother,1,2 to 5h,0,0,0,0,Yes,1,0,1,5,2,3,1,2,3,2,8,10
1,Male,18,0,1,0,1,2,3,3,Reputation,Father,2,2 to 5h,0,1,0,0,Yes,0,0,0,4,1,1,1,1,4,0,11,11
1,Male,19,1,1,1,1,1,3,3,Reputation,None,2,2 to 5h,0,1,0,1,Yes,0,0,1,3,5,4,1,4,1,0,8,0
1,Male,18,1,1,0,2,2,2,4,Course Preference,Mother,2,5 to 10h,0,0,0,0,Yes,1,1,1,4,2,1,1,1,4,5,14,14
1,Female,17,1,1,0,4,3,2,4,Course Preference,Mother,2,2 to 5h,0,1,1,1,No,1,1,1,4,5,5,1,3,2,4,10,11
1,Male,18,0,1,0,3,3,2,2,Reputation,Father,1,2 to 5h,0,1,0,0,Yes,1,0,1,5,3,4,1,1,5,0,10,10
1,Male,17,1,1,0,4,4,0,2,Other,Father,2,2 to 5h,0,1,1,1,Yes,1,1,0,4,3,3,1,2,5,2,12,12
1,Male,17,0,0,1,3,2,2,4,Near Home,Mother,2,2 to 5h,0,0,0,0,Yes,1,0,1,1,2,3,1,2,5,0,15,14
1,Female,18,0,0,0,1,1,4,2,Course Preference,Father,2,Up to 2h,0,0,0,0,No,1,1,1,3,3,2,1,2,3,2,14,13
1,Male,18,0,0,0,1,1,3,2,Reputation,Father,2,5 to 10h,0,0,0,0,Yes,1,1,0,5,3,2,1,1,4,0,19,17
1,Male,18,1,0,1,1,2,3,4,Reputation,Mother,3,2 to 5h,0,0,0,0,Yes,1,0,1,4,3,4,1,4,5,0,16,15
1,Male,18,0,1,0,3,3,2,2,Other,Mother,2,2 to 5h,0,1,0,0,Yes,1,1,1,4,3,2,1,3,3,6,13,12
1,Male,17,0,0,0,4,4,3,3,Reputation,Mother,1,2 to 5h,0,1,0,1,Yes,1,1,1,2,3,4,1,1,1,4,15,14
1,Male,17,1,1,0,1,2,4,2,Reputation,Father,2,2 to 5h,0,0,0,0,No,1,0,0,3,2,2,1,2,3,0,13,13
1,Female,18,1,1,0,1,3,3,4,Reputation,Mother,2,2 to 5h,0,1,1,0,Yes,1,0,0,3,3,4,2,4,3,0,8,10
1,Female,18,0,0,0,4,4,0,2,Other,Mother,2,5 to 10h,0,0,0,0,Yes,1,1,1,4,2,2,2,2,5,0,15,16
1,Male,17,1,1,0,1,1,4,2,Near Home,Mother,3,Up to 2h,0,1,0,0,Yes,1,1,1,5,2,1,1,2,1,0,8,8
1,Male,18,0,1,0,2,3,3,2,Reputation,Father,2,Up to 2h,0,1,0,0,Yes,1,1,1,5,2,3,1,2,4,0,10,10
1,Male,18,1,1,0,4,4,4,0,Other,Father,3,2 to 5h,0,1,0,0,No,1,1,1,3,2,2,4,2,5,0,7,5
1,Female,18,1,0,0,1,2,3,2,Other,Father,3,Up to 2h,0,1,0,1,Yes,0,1,1,4,3,3,2,3,3,3,9,10
1,Male,17,0,1,0,2,2,4,3,Course Preference,Mother,1,5 to 10h,0,0,0,1,Yes,1,0,1,3,4,3,1,1,3,8,10,11
1,Male,17,1,1,0,1,2,4,4,Reputation,Mother,1,Up to 2h,0,0,0,1,Yes,1,1,0,3,5,5,1,3,1,4,7,8
1,Male,18,1,0,0,4,4,4,4,Near Home,Mother,2,5 to 10h,0,0,0,0,Yes,1,1,0,5,4,4,1,1,1,0,15,17
1,Male,18,1,1,0,1,1,4,4,Course Preference,Mother,4,5 to 10h,0,0,0,0,Yes,1,1,0,4,3,2,1,2,4,4,10,11
1,Male,19,1,1,0,1,1,3,4,Reputation,None,2,2 to 5h,0,1,0,0,Yes,1,1,1,4,3,3,1,1,3,4,7,8
1,Male,18,1,0,0,4,4,0,2,Reputation,Mother,1,2 to 5h,0,0,0,1,Yes,1,1,0,5,4,3,3,4,2,1,13,14
1,Male,18,0,1,0,3,3,4,4,Course Preference,Mother,1,2 to 5h,0,0,0,0,Yes,1,1,1,4,1,3,1,2,1,1,16,16
1,Male,17,1,1,0,3,1,3,4,Near Home,Mother,1,2 to 5h,0,1,0,1,No,1,1,0,4,5,4,2,3,1,10,8,9
1,Female,18,0,1,0,4,4,0,0,Course Preference,Father,1,2 to 5h,0,0,0,1,No,1,1,0,3,2,4,1,4,2,4,17,18
1,Female,18,1,1,0,2,1,4,4,Other,Mother,2,Up to 2h,0,0,0,1,No,1,1,1,4,4,3,1,3,5,0,7,7
1,Female,17,0,1,0,2,3,4,2,Course Preference,Father,2,2 to 5h,0,0,0,1,Yes,1,1,0,4,4,3,1,1,3,4,14,15
1,Female,19,1,1,0,1,1,4,2,Other,Mother,2,Up to 2h,0,0,0,0,Yes,1,0,0,4,3,2,1,3,5,0,5,8
1,Female,18,1,1,0,4,2,4,4,Course Preference,Father,2,Up to 2h,0,0,1,0,Yes,1,0,0,5,4,3,4,3,3,0,7,7
1,Male,18,1,1,0,2,2,3,4,Other,Mother,2,5 to 10h,0,0,0,0,Yes,1,0,0,5,3,3,1,3,4,0,14,17
1,Male,17,0,1,0,4,3,0,4,Other,Mother,2,2 to 5h,0,0,0,0,Yes,1,1,0,5,5,4,1,1,1,0,6,9
1,Male,18,1,1,0,4,4,0,3,Near Home,Mother,3,Up to 2h,0,1,0,1,Yes,1,1,1,4,4,3,2,2,5,4,7,9
1,Male,19,1,1,0,2,3,2,4,Reputation,Mother,1,5 to 10h,0,0,0,1,No,1,1,0,5,4,2,1,2,5,4,10,11
1,Male,18,0,0,0,3,1,0,2,Reputation,Mother,1,2 to 5h,0,1,0,0,Yes,1,1,0,4,3,4,1,1,1,4,15,15
1,Male,18,0,1,0,1,1,4,4,Reputation,Mother,2,2 to 5h,0,0,0,1,Yes,1,0,0,1,1,1,1,1,5,6,11,12
1,Female,17,0,0,0,3,1,2,2,Reputation,Mother,2,Up to 2h,0,0,0,0,No,1,1,0,2,4,5,3,4,2,6,10,10
1,Female,18,1,0,0,3,2,2,4,Reputation,Mother,3,Up to 2h,0,0,0,0,No,1,1,0,4,4,1,3,4,5,4,10,11
